n,mu_Thermo,mu_Ham,mu_Ham_Exact,n_TF,mu_TF
276.0,1.8419183674268425,144.52124109822762,22.999999867752194,83.00800800800802,12.884707377930095
277.0,1.9220018410123885,150.80477852241893,24.000000162050128,83.30730730730731,12.907915510007214
278.0,1.9220018316991627,150.80477779168723,23.99999998509884,83.60660660660662,12.931081989225994
279.0,1.9220018573105335,150.80477980121213,23.99999991990626,83.90590590590591,12.95420703905424
280.0,1.9220017967745662,150.80477505141607,24.000000059604645,84.20520520520522,12.97729088096893
281.0,1.922001843340695,150.8047787051073,23.999999966472387,84.50450450450451,13.000333734480787
282.0,1.9220017991028726,150.80477523410082,24.000000013038516,84.80380380380382,13.023335817158284
283.0,1.9220018503256142,150.80477925316154,23.999999994412065,85.10310310310311,13.046297344652077
284.0,1.9220018247142434,150.80477724362936,23.999999975785613,85.40240240240242,13.069218530718443
285.0,1.9220018363557756,150.80477815705308,24.00000005029142,85.70170170170171,13.092099587242409
286.0,1.9220018107444048,150.80477614752454,24.000000040978193,86.00100100100101,13.11494072426069
287.0,1.9220018200576305,150.80477687825987,23.99999998509884,86.30030030030031,13.13774214998415
288.0,1.922001843340695,150.8047787051073,23.999999947845936,86.59959959959961,13.160504070819963
289.0,1.9220018456690013,150.80477888779205,23.999999910593033,86.8988988988989,13.183226691393404
290.0,1.922001822385937,150.80477706094462,24.000000040978193,87.19819819819821,13.205910214569316
291.0,1.9220018107444048,150.80477614752454,24.00000013411045,87.4974974974975,13.228554841473231
292.0,1.9220018293708563,150.80477760899885,24.000000031664968,87.7967967967968,13.251160771512188
293.0,1.9220018130727112,150.80477633020928,23.99999995715916,88.0960960960961,13.273728202395827
294.0,1.9220018270425498,150.8047774263141,23.99999985471368,88.3953953953954,13.296257330153505
295.0,1.9220018247142434,150.804777243633,23.999999947845936,88.6946946946947,13.318748349160272
296.0,1.9220018479973078,150.80477907047316,24.000000171363354,88.993993993994,13.34120145215033
297.0,1.9220018107444048,150.80477614752454,24.00000005029142,89.2932932932933,13.363616830239359
298.0,1.9220018200576305,150.8047768782635,23.999999994412065,89.5925925925926,13.385994672942886
299.0,1.9220018293708563,150.80477760899885,23.99999991990626,89.8918918918919,13.408335168194967
300.0,1.9220018037594855,150.8047755994703,23.999999752268195,90.1911911911912,13.430638502366614
,,,,90.4904904904905,13.452904860283939
,,,,90.7897897897898,13.475134425245995
,,,,91.0890890890891,13.49732737904243
,,,,91.38838838838839,13.519483901970778
,,,,91.6876876876877,13.541604172853585
,,,,91.98698698698699,13.5636883690567
,,,,92.2862862862863,13.585736666499482
,,,,92.58558558558559,13.607749239681093
,,,,92.8848848848849,13.629726261691394
,,,,93.18418418418419,13.651667904224691
,,,,93.4834834834835,13.673574337598678
,,,,93.78278278278279,13.695445730768887
,,,,94.0820820820821,13.7172822513439
